obj_name,campaign,ap_start,ap_end,count,EPIC_ID,main_type,sub_type,new_obj_name
OGLE-2016-BLG-0401,92,200071440,200071444,5,,microlensing-events,OGLE-2016-BLG-0401,OGLE-2016-BLG-0401
OGLE-2016-BLG-0620,92,200071497,200071501,5,,microlensing-events,OGLE-2016-BLG-0620,OGLE-2016-BLG-0620
OGLE-2016-BLG-0746,92,200071547,200071551,5,,microlensing-events,OGLE-2016-BLG-0746,OGLE-2016-BLG-0746
MOA-2016-BLG-197,92,200071560,200071564,5,,microlensing-events,MOA-2016-BLG-197,MOA-2016-BLG-197
OGLE-2016-BLG-0065,91,200071220,200071224,5,,microlensing-events,OGLE-2016-BLG-0065,OGLE-2016-BLG-0065
OGLE-2016-BLG-0445,92,200071448,200071452,5,,microlensing-events,OGLE-2016-BLG-0445,OGLE-2016-BLG-0445
OGLE-2016-BLG-0446,92,200071453,200071457,5,,microlensing-events,OGLE-2016-BLG-0446,OGLE-2016-BLG-0446
OGLE-2016-BLG-0111,91,200071266,200071270,5,,microlensing-events,OGLE-2016-BLG-0111,OGLE-2016-BLG-0111
OGLE-2016-BLG-0757,92,200071608,200071612,5,,microlensing-events,OGLE-2016-BLG-0757,OGLE-2016-BLG-0757
OGLE-2016-BLG-0697,92,200071532,200071536,5,,microlensing-events,OGLE-2016-BLG-0697,OGLE-2016-BLG-0697
OGLE-2016-BLG-0742,92,200071542,200071546,5,,microlensing-events,OGLE-2016-BLG-0742,OGLE-2016-BLG-0742
OGLE-2016-BLG-0118,92,200071626,200071630,5,,microlensing-events,OGLE-2016-BLG-0118,OGLE-2016-BLG-0118
OGLE-2016-BLG-0685,92,200071522,200071526,5,,microlensing-events,OGLE-2016-BLG-0685,OGLE-2016-BLG-0685
OGLE-2016-BLG-0586,92,200071492,200071496,5,,microlensing-events,OGLE-2016-BLG-0586,OGLE-2016-BLG-0586
OGLE-2016-BLG-0056,91,200071215,200071219,5,,microlensing-events,OGLE-2016-BLG-0056,OGLE-2016-BLG-0056
OGLE-2016-BLG-0136,91,200071292,200071296,5,,microlensing-events,OGLE-2016-BLG-0136,OGLE-2016-BLG-0136
OGLE-2016-BLG-0570,92,200071487,200071491,5,,microlensing-events,OGLE-2016-BLG-0570,OGLE-2016-BLG-0570
OGLE-2016-BLG-0679,92,200071517,200071521,5,,microlensing-events,OGLE-2016-BLG-0679,OGLE-2016-BLG-0679
OGLE-2016-BLG-0463,92,200071593,200071597,5,,microlensing-events,OGLE-2016-BLG-0463,OGLE-2016-BLG-0463
OGLE-2016-BLG-0515,92,200071473,200071477,5,,microlensing-events,OGLE-2016-BLG-0515,OGLE-2016-BLG-0515
OGLE-2016-BLG-0500,92,200071468,200071472,5,,microlensing-events,OGLE-2016-BLG-0500,OGLE-2016-BLG-0500
OGLE-2016-BLG-0144,91,200071302,200071306,5,,microlensing-events,OGLE-2016-BLG-0144,OGLE-2016-BLG-0144
OGLE-2016-BLG-0711,92,200071598,200071602,5,,microlensing-events,OGLE-2016-BLG-0711,OGLE-2016-BLG-0711
OGLE-2016-BLG-0313,92,200071583,200071587,5,,microlensing-events,OGLE-2016-BLG-0313,OGLE-2016-BLG-0313
OGLE-2016-BLG-0230,91,200071317,200071321,5,,microlensing-events,OGLE-2016-BLG-0230,OGLE-2016-BLG-0230
OGLE-2016-BLG-0483,92,200071565,200071569,5,,microlensing-events,OGLE-2016-BLG-0483,OGLE-2016-BLG-0483
OGLE-2016-BLG-0324,92,200071430,200071434,5,,microlensing-events,OGLE-2016-BLG-0324,OGLE-2016-BLG-0324
